Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
10/08/2022 11:07:00 AM,10/08/2022 11:30:00 AM,Bronx,Pelham Bay Park,Pelican Playground,Striped Skunk,Employee,Native,N/A,0.5,Juvenile,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/08/2022 11:40:00 AM,10/08/2022 11:43:00 AM,Queens,Fort Totten Park,Fort Totten Visitors' Center,Black-throated Blue Warbler,Observed by Ranger,Native,Healthy,0.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/09/2022 01:15:00 PM,10/09/2022 01:35:00 PM,Bronx,Van Cortlandt Park,Pathway between field and playground,Mourning Dove,Public,Native,Unhealthy,2,Adult,Birds,311-12056511,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/10/2022 08:45:00 AM,10/10/2022 09:00:00 AM,Manhattan,Inwood Hill Park,Isham St & Seaman Ave Entrance,Guinea Pig,Employee,Domestic,Healthy,0.75,Adult,Domestic,311-12064850,ACC,2,false,false,,,false,false,155686
10/10/2022 10:55:00 AM,10/11/2022 11:00:00 AM,Bronx,Crotona Park,benches North of the Nature Center,Cat,Public,Domestic,Healthy,1.75,Juvenile,Domestic,311-12065212,ACC,1,false,false,,,false,false,155708
10/10/2022 11:50:00 AM,10/10/2022 11:51:00 AM,Staten Island,Blue Heron Park,in front of the nature center,Diamond Dove,Public,Exotic,Healthy,0.25,Adult,Birds,,Advised/Educated others,2,false,false,,,false,false,
10/10/2022 02:36:00 PM,10/10/2022 03:08:00 PM,Queens,Alley Pond Park,"Oakland Lake near stairs on 47ave and Springfield Blvd 40.758053, -73.761828",Raccoon,Central,Native,Unhealthy,3.5,Adult,Small Mammals-RVS,3-11-12066675,ACC,1,false,false,,,false,false,155750
10/11/2022 08:00:00 AM,10/11/2022 09:45:00 AM,Brooklyn,Prospect Park,Vanderbilt by the lake,Domestic Duck,"Conservancies/""Friends of"" Groups",Domestic,Healthy,2,Infant,"Birds, Domestic",311-12078157,ACC,3,false,false,,,false,false,"155770, 155771, 155772"
10/11/2022 10:00:00 AM,10/11/2022 10:15:00 AM,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,South Beach,Virginia Opossum,Employee,Native,Injured,3.25,Juvenile,Small Mammals-non RVS,311-12074939,Relocated/Condition Corrected,1,false,false,,,false,false,
10/12/2022 10:35:00 AM,10/12/2022 10:46:00 AM,Queens,Elmhurst Park,"southeast corner of park 40Â°43'46.1""N 73Â°53'03.9""W",Raccoon,Employee,Native,Unhealthy,2.25,Adult,Small Mammals-RVS,311-12086703,ACC,1,false,false,,,false,false,
10/12/2022 10:35:00 AM,10/12/2022 12:00:00 PM,Queens,Highland Park,Highland Blvd and Heath Place Parkhouse,Cat,Employee,Domestic,Healthy,1,Infant,Domestic,311-12086934,ACC,1,false,false,,,false,false,217096
10/12/2022 12:00:00 PM,10/12/2022 12:45:00 PM,Brooklyn,Prospect Park,"Imagination Playground (40.6587888, -73.9628279)",Raccoon,Public,Native,Unhealthy,2,Adult,Small Mammals-RVS,311-12091046,ACC,1,false,false,,,false,false,155883
10/12/2022 01:00:00 PM,10/12/2022 01:30:00 PM,Queens,Spring Creek Park Addition,trails near 78th street and 161th Ave,American Bittern,WBF,Native,Healthy,4.5,Adult,Birds,,Released back into Park after Rehabilitation,1,false,false,,,false,false,
10/12/2022 01:45:00 PM,10/12/2022 01:55:00 PM,Bronx,Pelham Bay Park,Orchard Beach Section 7,Mute Swan,Employee,Invasive,N/A,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/12/2022 02:00:00 PM,10/12/2022 02:15:00 PM,Brooklyn,Marine Park,near Carro Center,Chukar,Employee,Exotic,Healthy,2,Infant,Birds,311-12090422,ACC,1,false,false,,,false,false,155899
10/12/2022 03:00:00 PM,10/12/2022 03:00:00 PM,Brooklyn,Fort Greene Park,Near Visitor's center,Black-and-White Warbler,Employee,Native,DOA,1,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/12/2022 04:45:00 PM,10/12/2022 04:45:00 PM,Brooklyn,Fort Greene Park,Fort Greene Playground South,Eastern Gray Squirrel,Public,Native,DOA,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/13/2022 02:10:00 PM,10/13/2022 02:15:00 PM,Bronx,Pelham Bay Park,Dog Run,Virginia Opossum,Public,Native,Injured,0.25,Adult,Small Mammals-non RVS,311-12064493,Unfounded,0,false,false,,,false,false,
10/13/2022 03:00:00 PM,10/13/2022 04:00:00 PM,Manhattan,Central Park,Central Park Yard,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/14/2022 11:45:00 AM,10/14/2022 12:00:00 PM,Bronx,Ranaqua Park,Inside Playground,Dog,Central,Domestic,N/A,1,Adult,Domestic,311-12109801,Unfounded,0,false,false,,,false,false,
10/14/2022 01:00:00 PM,10/14/2022 02:15:00 PM,Bronx,Starlight Park,Along the Bronx River,Striped Skunk,Central,Native,Injured,1.25,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/14/2022 02:30:00 PM,10/14/2022 03:15:00 PM,Bronx,Concrete Plant Park,Along the Bronx River,Herring Gull,Public,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
10/14/2022 03:20:00 PM,10/14/2022 03:20:00 PM,Bronx,Concrete Plant Park,opposite to the Bronx River,Raccoon,Public,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Advised/Educated others,1,false,false,,,false,false,
10/15/2022 09:00:00 AM,10/15/2022 10:30:00 AM,Bronx,Van Cortlandt Park,Hester and Piero's Mill Pond,Canada Goose,Public,Native,Unhealthy,2,Adult,Birds,311-12121717,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/15/2022 11:45:00 AM,10/15/2022 11:45:00 AM,Manhattan,Inwood Hill Park,At the overlook of Inwood Hill Park,Black-capped Chickadee,Public,Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/16/2022 12:12:00 PM,10/16/2022 12:30:00 PM,Bronx,Pelham Bay Park,Pelham Bay South,Raccoon,Public,Native,N/A,0.25,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/16/2022 12:15:00 PM,10/16/2022 12:15:00 PM,Brooklyn,Fort Greene Park,Near Visitor's center,Dog,Observed by Ranger,Domestic,Healthy,0.5,Adult,Domestic,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/16/2022 01:30:00 PM,10/16/2022 01:30:00 PM,Brooklyn,Marine Park,Salt Marsh Nature Center,Fancy Dove,Public,Domestic,Healthy,1.5,Adult,"Birds, Domestic",311-12133270,ACC,1,false,false,,,false,false,156189
10/16/2022 02:00:00 PM,10/16/2022 02:20:00 PM,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,Midland Beach by Fishing Pier,Herring Gull,Employee,Native,Injured,2,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/16/2022 02:30:00 PM,10/16/2022 02:45:00 PM,Bronx,Seton Park,In small dog run,Eastern red bat,Public,Native,Healthy,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/16/2022 03:41:00 PM,10/16/2022 05:00:00 PM,Queens,Alley Pond Park,Near Adventure Course,Dog,Public,Domestic,Healthy,2,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
10/16/2022 05:25:00 PM,10/16/2022 05:30:00 PM,Bronx,Soundview Park,Leland Ave and O'Brian Ave park entrance under the park sign,Chicken,Employee,Domestic,Unhealthy,2,Adult,"Domestic, Birds",3-11-12134819,ACC,1,false,false,,,false,false,156206
10/16/2022 05:29:00 PM,10/16/2022 05:36:00 PM,Queens,Forest Park,Near Oak Ridge on Forest Park Drive and Forest Pkwy,Chicken,Employee,Domestic,DOA,0.5,Adult,"Domestic, Birds",,Relocated/Condition Corrected,2,false,false,,,false,false,
10/17/2022 05:25:00 PM,10/17/2022 05:30:00 PM,Bronx,Crotona Park,"NW Portion of Crotona Park, across the street from comfort station restrooms; 40.840195, -73.896200",Raccoon,Employee,Native,DOA,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/18/2022 12:00:00 PM,10/18/2022 12:00:00 PM,Brooklyn,Bushwick Inlet Park,SW side of park under tree,Rock Dove,Public,Native,DOA,0.75,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/19/2022 10:00:00 AM,10/19/2022 10:30:00 AM,Bronx,Crotona Park,Playground behind Baseball Field 1,Cat,Employee,Domestic,Unhealthy,1.5,Adult,Domestic,311-12169105,ACC,2,false,false,,,false,false,"156435, 156436"
10/19/2022 02:00:00 PM,10/19/2022 02:05:00 AM,Bronx,Crotona Park,Crotona Bathhouse,Dog,Employee,Domestic,DOA,0.25,Adult,Domestic,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/19/2022 02:00:00 PM,10/19/2022 03:00:00 PM,Brooklyn,Dyker Beach Park,86th between 12th and 13th,Raccoon,Central,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,311-12169013,ACC,1,false,false,,,false,false,156486
10/19/2022 05:00:00 PM,10/19/2022 05:50:00 PM,Manhattan,Carl Schurz Park,Near the Peter Pan statue,Little Brown Bat,Central,Native,Injured,0.5,Juvenile,Small Mammals-RVS,311-12171469,Unfounded,0,false,false,,,false,false,
10/20/2022 10:30:00 AM,10/20/2022 10:30:00 AM,Staten Island,Blue Heron Park,Nature Center,Diamond Dove,Public,Exotic,Healthy,1,Adult,Birds,311-12180368,ACC,1,false,false,,,false,false,156520
10/20/2022 12:30:00 PM,10/20/2022 01:00:00 PM,Brooklyn,Sarsfield Playground,Ave M and Ryder St,Rock Dove,Employee,Native,DOA,1,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/20/2022 01:00:00 PM,10/20/2022 01:00:00 PM,Bronx,Pelham Bay Park,Orchard Beach Fuel Station,Canada Goose,Employee,Native,Unhealthy,1,Adult,Birds,311-12183546,Rehabilitator,1,true,false,Wild Bird Fund,,false,false,
10/20/2022 04:30:00 PM,10/20/2022 05:00:00 PM,Brooklyn,Prospect Park,Lakeside by Gazebo,Canada Goose,Public,Native,Unhealthy,3,Adult,Birds,311-12185656,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/21/2022 01:00:00 PM,10/21/2022 01:30:00 PM,Manhattan,Theodore Roosevelt Park,81st Street and Central Park West,Red-tailed Hawk,Public,Native,Injured,1,Juvenile,Raptors,,Monitored Animal,1,false,true,,1,false,false,
10/21/2022 01:45:00 PM,10/21/2022 02:45:00 PM,Manhattan,Inwood Hill Park,Corner of 218th and Indian Road,Raccoon,Public,Native,Injured,0.5,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/22/2022 10:00:00 AM,10/22/2022 10:45:00 AM,Manhattan,Inwood Hill Park,218th and Indian Road,Striped Skunk,Central,Native,DOA,0.5,Adult,Small Mammals-RVS,311-12203651,Relocated/Condition Corrected,1,false,false,,,false,false,
10/22/2022 10:00:00 AM,10/22/2022 12:00:00 PM,Manhattan,Bryant Park,Near Library side entrance,Little Brown Bat,Public,Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/22/2022 11:15:00 AM,10/22/2022 11:30:00 AM,Manhattan,Inwood Hill Park,The Peninsula at Inwood Salt Marsh,Muskrat,Public,Native,Healthy,0.5,Adult,Small Mammals-non RVS,,Monitored Animal,1,false,true,,0.5,false,false,
10/22/2022 11:15:00 AM,10/22/2022 11:30:00 AM,Manhattan,Inwood Hill Park,218th and Indian Road,Raccoon,Public,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-12205881,ACC,1,false,false,,,false,false,156731
10/23/2022 08:30:00 AM,10/23/2022 08:35:00 AM,Bronx,Crotona Park,"Crotona Park East beteen Charolotte St & Suburban Pl, N of Indian Lake",Virginia Opossum,Public,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/23/2022 01:30:00 PM,10/23/2022 02:00:00 PM,Bronx,Pelham Bay Park,"Under the 6 train Pelham Bay Station, delivered to the PBNC",Rock Dove,Public,Domestic,Unhealthy,1.5,Adult,Birds,311-12216655,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/23/2022 02:30:00 PM,10/23/2022 02:35:00 PM,Brooklyn,Prospect Park,Rustic Shelter near Ocean/Parkside,Canada Goose,Public,Native,Unhealthy,3,Adult,Birds,311-12216897,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/24/2022 12:00:00 PM,10/24/2022 12:30:00 PM,Manhattan,Central Park,"North Meadow Ballfields, Field 5",Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,311-12226267,ACC,1,false,false,,,false,false,156860
10/25/2022 08:30:00 AM,10/25/2022 09:00:00 AM,Brooklyn,WNYC Transmitter Park,New 145 West Playground (India Street Waterfront),Virginia Opossum,Employee,Native,Healthy,1,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/25/2022 09:00:00 AM,10/25/2022 10:00:00 AM,Brooklyn,Prospect Park,"40Â°39'30.7""N 73Â°58'27.4""W",Raccoon,Central,Native,Unhealthy,3,Adult,Small Mammals-RVS,311-12233708,ACC,1,false,false,,,false,false,156957
10/25/2022 11:00:00 AM,10/25/2022 11:10:00 AM,Staten Island,Bedford Green,near community garden,Raccoon,Employee,Native,Injured,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/26/2022 02:50:00 PM,10/26/2022 03:30:00 PM,Brooklyn,Prospect Park,LeFrak Center,Turtle (Unknown),Employee,N/A,Injured,2,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
10/27/2022 05:45:00 PM,10/27/2022 06:00:00 PM,Manhattan,Central Park,Swedish Cottage,Red-Shouldered Hawk,"Conservancies/""Friends of"" Groups",Native,Injured,1.25,Juvenile,Raptors,311-12263055,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/28/2022 10:00:00 AM,10/28/2022 10:30:00 AM,Manhattan,Central Park,Strawberry Fields,Little Brown Bat,Public,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/28/2022 12:00:00 PM,10/29/2022 12:00:00 PM,Manhattan,Collect Pond Park,Entrance,Little Brown Bat,Central,Native,Healthy,0.5,Adult,Small Mammals-RVS,,Advised/Educated others,1,false,false,,,false,false,
10/28/2022 04:00:00 PM,10/28/2022 05:00:00 PM,Manhattan,Central Park,North Meadow,Song Sparrow,Public,Native,Injured,1,Adult,Birds,311-12274695,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/28/2022 04:30:00 PM,10/28/2022 04:30:00 AM,Bronx,Crotona Park,Nature Center,Red-Eared Slider,Observed by Ranger,Invasive,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Advised/Educated others,1,false,false,,,false,false,
10/29/2022 09:00:00 AM,10/29/2022 09:30:00 AM,Brooklyn,Fort Greene Park,by the tennis courts,American Woodcock,Public,Native,Injured,1,Adult,Birds,311-12-283603,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/29/2022 09:15:00 AM,10/29/2022 09:30:00 AM,Brooklyn,Fort Greene Park,Fort Greene Visitor Center,Dark-eyed Junco,Public,Native,Injured,1,Adult,Birds,3-11-12316774,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/29/2022 09:30:00 AM,10/29/2022 10:00:00 AM,Manhattan,Inwood Hill Park,Peninsula,Muskrat,Public,Native,Injured,1,Adult,Small Mammals-non RVS,311-12283438,ACC,1,false,false,,,false,false,157231
10/29/2022 10:00:00 AM,10/29/2022 11:00:00 AM,Manhattan,Central Park,James Micael Levin playground,Little Brown Bat,Central,Native,Healthy,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/29/2022 11:00:00 AM,10/29/2022 05:00:00 PM,Brooklyn,Shore Park and Parkway,Shore Parkway by Old Glory Lookout,Red-tailed Hawk,Public,Native,DOA,1.5,Adult,Raptors,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/29/2022 01:00:00 PM,10/29/2022 02:30:00 PM,Brooklyn,Prospect Park,Vanderbilt Lake,Canada Goose,Public,Native,Unhealthy,2,Adult,Birds,311-12285673,ACC,1,false,false,,,false,false,157256
10/29/2022 02:20:00 PM,10/29/2022 02:53:00 PM,Queens,Paul Raimonda Playground,Fenced in grassy area,Great Blue Heron,Public,Native,Injured,2.25,Juvenile,Birds,31112286105,Rehabilitator,1,false,true,Wild Bird Fund,0.25,false,false,
10/29/2022 03:45:00 PM,10/29/2022 04:30:00 PM,Bronx,Pelham Bay Park,Orchard Beach Entrance,Raccoon,Central,Native,Healthy,1.5,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/30/2022 09:30:00 AM,10/30/2022 09:30:00 AM,Brooklyn,Fort Greene Park,Central-Eastern side of Fort Greene Park underneath a large elm tree in a closed off lawn.,Norway Rat,Observed by Ranger,Invasive,DOA,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,true,,1,false,false,
10/30/2022 02:30:00 PM,10/30/2022 02:35:00 PM,Bronx,Crotona Park,Walking path near Hill & Dale Playground,Blue Jay,Public,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/30/2022 03:45:00 PM,10/30/2022 04:00:00 PM,Brooklyn,Prospect Park,Midwood area of Prospect Park near a tree,Chukar,Public,Domestic,Unhealthy,2,Adult,"Domestic, Birds",311-12297932,ACC,1,false,false,,,false,false,157314
10/31/2022 12:00:00 AM,10/31/2022 10:45:00 AM,Manhattan,Inwood Hill Park,Indian Road Playground,Virginia Opossum,Employee,Native,Healthy,0.5,Adult,Small Mammals-non RVS,311-12306076,Relocated/Condition Corrected,1,false,false,,,false,false,
10/31/2022 11:00:00 AM,10/31/2022 12:00:00 PM,Brooklyn,Prospect Park,"Children's Pool Steps. 40.6691428, -73.9688521",Raccoon,"Conservancies/""Friends of"" Groups",Native,DOA,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/31/2022 12:01:00 PM,10/31/2022 01:00:00 PM,Manhattan,Central Park,Central Park West and 62nd Street,Eastern Gray Squirrel,Public,Native,DOA,0.5,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
11/01/2022 01:00:00 PM,11/01/2022 02:00:00 PM,Manhattan,Highbridge Park,"Fort George Hill - GPS coordinates - 40.8594570, -73.9259157",Raccoon,Employee,Native,DOA,2,Adult,Small Mammals-RVS,311-12327709,ACC,1,false,false,,,false,false,157458
11/01/2022 01:30:00 PM,11/01/2022 01:40:00 PM,Bronx,Van Cortlandt Park,In front of the golf house,Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,311-12320387,ACC,1,false,false,,,false,false,157448
11/02/2022 09:00:00 AM,11/02/2022 09:15:00 AM,Bronx,Crotona Park,East 173rd St and Crotona Park East,Groundhog,Employee,Native,DOA,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
11/02/2022 10:40:00 AM,11/02/2022 10:45:00 AM,Staten Island,Ocean Breeze Park,South field by stables & seaview ave.,Mallard Duck,Employee,Native,Injured,1,Juvenile,Birds,,Unfounded,0,false,false,,,false,false,
11/02/2022 12:30:00 PM,11/02/2022 12:30:00 PM,Brooklyn,Marine Park,Marine Park Garage,Dog,Public,Domestic,DOA,0.5,Adult,Domestic,,Relocated/Condition Corrected,1,false,false,,,false,false,
11/02/2022 03:15:00 PM,11/02/2022 04:00:00 PM,Manhattan,Hudson River Park,Pier 51,Canada Goose,Public,Native,Injured,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
11/03/2022 10:00:00 AM,11/03/2022 10:30:00 AM,Queens,Murray Playground,middle of the park,Green Heron,Public,Native,Injured,0.25,Juvenile,Birds,,Unfounded,0,false,false,,,false,false,
11/03/2022 12:00:00 PM,11/04/2022 12:19:00 AM,Queens,Sobelsohn Playground,"By the entrance of the Barking Lot Dog Run, under a tree.",White-throated sparrow,Employee,Native,Injured,2.5,Adult,Birds,311-12343030,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/03/2022 02:30:00 PM,11/03/2022 02:30:00 PM,Brooklyn,Canarsie Park,Canarsie Skate Park,Dog,Public,Domestic,Healthy,3,Adult,Domestic,311-12343692,ACC,2,true,true,,1.5,false,false,"157631, 157632"
11/04/2022 12:00:00 PM,11/04/2022 12:00:00 PM,Manhattan,Inwood Hill Park,Near Dog Run,Domestic Rabbit,Public,Domestic,Injured,1,Adult,Domestic,311-12353451,ACC,1,false,false,,,false,false,
11/04/2022 04:40:00 PM,11/04/2022 04:50:00 PM,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,Ocean Breeze Fishing Pier,Ring-billed gull,Employee,Native,Injured,1.5,Adult,Birds,,Monitored Animal,1,true,false,,,false,false,
11/05/2022 10:30:00 AM,11/05/2022 10:45:00 AM,Brooklyn,Prospect Park,Near the pond of the Vale of Cashmere,Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
11/05/2022 12:00:00 PM,11/05/2022 12:45:00 PM,Staten Island,Wolfe's Pond Park,"On Trail along Holten Avenue (40.518011, -74.193446)",Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-12365587,ACC,1,false,false,,,false,false,157795
11/06/2022 03:15:00 PM,11/06/2022 04:00:00 PM,Staten Island,Blood Root Valley,Greenbelt Nature Center,Eastern Box Turtle,Employee,Native,Injured,2.5,Infant,Terrestrial Reptile or Amphibian,311-12377871,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/06/2022 03:25:00 PM,11/06/2022 04:15:00 PM,Manhattan,Harlem River Park,Corner of the park near Third Ave Bridge,Red-tailed Hawk,WBF,Native,Injured,1,Juvenile,Raptors,n/a,Unfounded,0,false,false,,,false,false,
11/07/2022 09:00:00 AM,11/07/2022 09:00:00 AM,Brooklyn,Prospect Park,Vale of Cashmere,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,3,Adult,Small Mammals-RVS,311-12385072,ACC,1,false,false,,,false,false,157930
11/07/2022 09:10:00 AM,11/07/2022 09:20:00 AM,Queens,Rockaway Beach and Boardwalk,Beach 84th Street,Northern Gannet,Employee,Native,Injured,3,Adult,Birds,,Unfounded,0,false,false,,,false,false,
